,County Name,State,Total
1031,Carlisle County,KY,2
1032,Carroll County,KY,54
1033,Carter County,KY,56
1034,Casey County,KY,11
1035,Christian County,KY,1432
1036,Clark County,KY,397
1037,Clay County,KY,6
1038,Clinton County,KY,36
1039,Crittenden County,KY,49
1040,Cumberland County,KY,47
1041,Daviess County,KY,2098
1042,Edmonson County,KY,138
1043,Elliott County,KY,0
1044,Estill County,KY,0
1045,Fayette County,KY,5052
1046,Fleming County,KY,27
1047,Floyd County,KY,39
1048,Franklin County,KY,191
1049,Fulton County,KY,0
1050,Gallatin County,KY,16
1051,Garrard County,KY,11
1052,Grant County,KY,278
1053,Graves County,KY,602
1054,Grayson County,KY,214
1055,Green County,KY,18
1056,Greenup County,KY,123
1057,Hancock County,KY,68
1058,Hardin County,KY,489
1059,Harlan County,KY,0
1060,Harrison County,KY,563
1061,Hart County,KY,23
1062,Henderson County,KY,560
1063,Henry County,KY,52
1064,Hickman County,KY,6
1065,Hopkins County,KY,1946
1066,Jackson County,KY,548
1067,Jefferson County,KY,14894
1068,Jessamine County,KY,588
1069,Johnson County,KY,22
1070,Kenton County,KY,2622
1071,Knott County,KY,31
1072,Knox County,KY,47
1073,Larue County,KY,77
1074,Laurel County,KY,189
1075,Lawrence County,KY,27
1076,Lee County,KY,0
1077,Leslie County,KY,33
1078,Letcher County,KY,17
1079,Lewis County,KY,45
1080,Lincoln County,KY,38
1081,Livingston County,KY,0
1082,Logan County,KY,155
1083,Lyon County,KY,225
1084,McCracken County,KY,491
1085,McCreary County,KY,171
1086,McLean County,KY,131
1087,Madison County,KY,454
1088,Magoffin County,KY,0
1089,Marion County,KY,205
1090,Marshall County,KY,213
1091,Martin County,KY,45
1092,Mason County,KY,93
1093,Meade County,KY,46
1094,Menifee County,KY,90
1095,Mercer County,KY,151
1096,Metcalfe County,KY,0
1097,Monroe County,KY,42
1098,Montgomery County,KY,169
1099,Morgan County,KY,15
1100,Muhlenberg County,KY,897
1101,Nelson County,KY,253
1102,Nicholas County,KY,27
1103,Ohio County,KY,245
1104,Oldham County,KY,348
1105,Owen County,KY,0
1106,Owsley County,KY,27
1107,Pendleton County,KY,72
1108,Perry County,KY,52
1109,Pike County,KY,87
1110,Powell County,KY,27
1111,Pulaski County,KY,651
1112,Robertson County,KY,0
1113,Rockcastle County,KY,164
1114,Rowan County,KY,19
1115,Russell County,KY,178
1116,Scott County,KY,410
1117,Shelby County,KY,344
1118,Simpson County,KY,388
1119,Spencer County,KY,159
1120,Taylor County,KY,83
1121,Todd County,KY,118
1122,Trigg County,KY,54
1123,Trimble County,KY,24
1124,Union County,KY,133
1125,Warren County,KY,1569
1126,Washington County,KY,63
1127,Wayne County,KY,113
1128,Webster County,KY,200
1129,Whitley County,KY,106
1130,Wolfe County,KY,0
1131,Woodford County,KY,333
1132,Statewide Unallocated,LA,1363
1133,Acadia Parish,LA,2368
1134,Allen Parish,LA,1605
1135,Ascension Parish,LA,10647
1136,Assumption Parish,LA,2664
1137,Avoyelles Parish,LA,1435
1138,Beauregard Parish,LA,677
1139,Bienville Parish,LA,920
1140,Bossier Parish,LA,4781
1141,Caddo Parish,LA,24581
1142,Calcasieu Parish,LA,6081
1143,Caldwell Parish,LA,297
1144,Cameron Parish,LA,38
1145,Catahoula Parish,LA,440
1146,Claiborne Parish,LA,940
1147,Concordia Parish,LA,412
1148,De Soto Parish,LA,2974
1149,East Baton Rouge Parish,LA,28263
1150,East Carroll Parish,LA,41
1151,East Feliciana Parish,LA,1607
1152,Evangeline Parish,LA,835
1153,Franklin Parish,LA,1256
1154,Grant Parish,LA,246
1155,Iberia Parish,LA,3372
1156,Iberville Parish,LA,5228
1157,Jackson Parish,LA,228
1158,Jefferson Parish,LA,115710
1159,Jefferson Davis Parish,LA,911
1160,Lafayette Parish,LA,8548
1161,Lafourche Parish,LA,10562
1162,La Salle Parish,LA,249
1163,Lincoln Parish,LA,926
1164,Livingston Parish,LA,2810
1165,Madison Parish,LA,67
1166,Morehouse Parish,LA,661
1167,Natchitoches Parish,LA,898
1168,Orleans Parish,LA,137477
1169,Ouachita Parish,LA,8864
1170,Plaquemines Parish,LA,3267
1171,Pointe Coupee Parish,LA,1123
1172,Rapides Parish,LA,4106
1173,Red River Parish,LA,268
1174,Richland Parish,LA,530
1175,Sabine Parish,LA,222
1176,St. Bernard Parish,LA,8466
1177,St. Charles Parish,LA,9620
1178,St. Helena Parish,LA,313
1179,St. James Parish,LA,4919
1180,St. John the Baptist Parish,LA,12826
1181,St. Landry Parish,LA,2513
1182,St. Martin Parish,LA,3528
1183,St. Mary Parish,LA,2717
1184,St. Tammany Parish,LA,20771
1185,Tangipahoa Parish,LA,7815
1186,Tensas Parish,LA,14
1187,Terrebonne Parish,LA,6134
1188,Union Parish,LA,1262
1189,Vermilion Parish,LA,602
1190,Vernon Parish,LA,310
1191,Washington Parish,LA,3553
1192,Webster Parish,LA,1505
1193,West Baton Rouge Parish,LA,1650
1194,West Carroll Parish,LA,63
1195,West Feliciana Parish,LA,1162
1196,Winn Parish,LA,261
1197,Statewide Unallocated,ME,177
1198,Androscoggin County,ME,732
1199,Aroostook County,ME,43
1200,Cumberland County,ME,8585
1201,Franklin County,ME,218
1202,Hancock County,ME,105
1203,Kennebec County,ME,1500
1204,Knox County,ME,272
1205,Lincoln County,ME,317
1206,Oxford County,ME,377
1207,Penobscot County,ME,891
1208,Piscataquis County,ME,6
1209,Sagadahoc County,ME,389
1210,Somerset County,ME,224
1211,Waldo County,ME,608
1212,Washington County,ME,32
1213,York County,ME,3728
1214,Statewide Unallocated,MD,12
1215,Allegany County,MD,545
1216,Anne Arundel County,MD,17780
1217,Baltimore County,MD,30816
1218,Calvert County,MD,1989
1219,Caroline County,MD,529
1220,Carroll County,MD,5976
1221,Cecil County,MD,2024
1222,Charles County,MD,6305
1223,Dorchester County,MD,304
1224,Frederick County,MD,9022
1225,Garrett County,MD,118
1226,Harford County,MD,3515
1227,Howard County,MD,9674
1228,Kent County,MD,415
1229,Montgomery County,MD,43199
1230,Prince George's County,MD,54009
1231,Queen Anne's County,MD,493
1232,St. Mary's County,MD,1900
1233,Somerset County,MD,166
1234,Talbot County,MD,349
1235,Washington County,MD,1987
1236,Wicomico County,MD,1885
1237,Worcester County,MD,519
1238,Baltimore City,MD,22984
1239,Statewide Unallocated,MA,14009
1240,Barnstable County,MA,12978
1241,Berkshire County,MA,9048
1242,Bristol County,MA,32299
1243,Dukes County,MA,272
1244,Essex County,MA,85834
1245,Franklin County,MA,3745
1246,Hampden County,MA,40898
1247,Hampshire County,MA,5668
1248,Middlesex County,MA,149513
1249,Nantucket County,MA,229
1250,Norfolk County,MA,68354
1251,Plymouth County,MA,50606
1252,Suffolk County,MA,140329
1253,Worcester County,MA,52712
1254,Statewide Unallocated,MI,14756
1255,Alcona County,MI,15
1256,Alger County,MI,0
1257,Allegan County,MI,637
1258,Alpena County,MI,219
1259,Antrim County,MI,171
1260,Arenac County,MI,158
1261,Baraga County,MI,0
1262,Barry County,MI,352
1263,Bay County,MI,1399
1264,Benzie County,MI,25
1265,Berrien County,MI,2818
1266,Branch County,MI,630
1267,Calhoun County,MI,2290
1268,Cass County,MI,356
1269,Charlevoix County,MI,278
1270,Cheboygan County,MI,257
1271,Chippewa County,MI,11
1272,Clare County,MI,126
1273,Clinton County,MI,2132
1274,Crawford County,MI,370
1275,Delta County,MI,215
1276,Dickinson County,MI,58
1277,Eaton County,MI,1859
1278,Emmet County,MI,435
1279,Genesee County,MI,22866
1280,Gladwin County,MI,156
1281,Gogebic County,MI,92
1282,Grand Traverse County,MI,416
1283,Gratiot County,MI,163
1284,Hillsdale County,MI,1727
1285,Houghton County,MI,37
1286,Huron County,MI,163
1287,Ingham County,MI,6376
1288,Ionia County,MI,409
1289,Iosco County,MI,184
1290,Iron County,MI,0
1291,Isabella County,MI,866
1292,Jackson County,MI,4391
1293,Kalamazoo County,MI,2768
1294,Kalkaska County,MI,338
1295,Kent County,MI,9330
1296,Keweenaw County,MI,0
1297,Lake County,MI,26
1298,Lapeer County,MI,2355
1299,Leelanau County,MI,123
1300,Lenawee County,MI,1245
1301,Livingston County,MI,5540
1302,Luce County,MI,23
1303,Mackinac County,MI,83
1304,Macomb County,MI,82834
1305,Manistee County,MI,211
1306,Marquette County,MI,558
1307,Mason County,MI,55
1308,Mecosta County,MI,239
1309,Menominee County,MI,17
1310,Midland County,MI,854
1311,Missaukee County,MI,84
1312,Monroe County,MI,4550
1313,Montcalm County,MI,523
1314,Montmorency County,MI,40
1315,Muskegon County,MI,2185
1316,Newaygo County,MI,147
1317,Oakland County,MI,123076
1318,Oceana County,MI,83
1319,Ogemaw County,MI,106
1320,Ontonagon County,MI,0
1321,Osceola County,MI,122
1322,Oscoda County,MI,80
1323,Otsego County,MI,1122
1324,Ottawa County,MI,2097
1325,Presque Isle County,MI,55
1326,Roscommon County,MI,191
1327,Saginaw County,MI,6882
1328,St. Clair County,MI,4579
1329,St. Joseph County,MI,459
1330,Sanilac County,MI,565
1331,Schoolcraft County,MI,43
1332,Shiawassee County,MI,1475
1333,Tuscola County,MI,1062
1334,Van Buren County,MI,573
1335,Washtenaw County,MI,18615
1336,Wayne County,MI,281557
1337,Wexford County,MI,163
1338,Statewide Unallocated,MN,126
1339,Aitkin County,MN,8
1340,Anoka County,MN,1798
1341,Becker County,MN,17
1342,Beltrami County,MN,136
1343,Benton County,MN,67
1344,Big Stone County,MN,33
1345,Blue Earth County,MN,567
1346,Brown County,MN,149
1347,Carlton County,MN,542
1348,Carver County,MN,393
1349,Cass County,MN,84
1350,Chippewa County,MN,5
1351,Chisago County,MN,156
1352,Clay County,MN,969
1353,Clearwater County,MN,54
1354,Cook County,MN,0
1355,Cottonwood County,MN,135
1356,Crow Wing County,MN,317
1357,Dakota County,MN,2548
1358,Dodge County,MN,397
1359,Douglas County,MN,33
1360,Faribault County,MN,92
1361,Fillmore County,MN,291
1362,Freeborn County,MN,525
1363,Goodhue County,MN,360
1364,Grant County,MN,0
1365,Hennepin County,MN,15469
1366,Houston County,MN,20
1367,Hubbard County,MN,0
1368,Isanti County,MN,106
1369,Itasca County,MN,49
1370,Jackson County,MN,50
1371,Kanabec County,MN,0
1372,Kandiyohi County,MN,70
1373,Kittson County,MN,7
1374,Koochiching County,MN,23
1375,Lac Qui Parle County,MN,33
1376,Lake County,MN,0
1377,Lake of the Woods County,MN,0
1378,Le Sueur County,MN,573
1379,Lincoln County,MN,48
1380,Lyon County,MN,110
1381,McLeod County,MN,44
1382,Mahnomen County,MN,30
1383,Marshall County,MN,6
1384,Martin County,MN,1042
1385,Meeker County,MN,52
1386,Mille Lacs County,MN,9
1387,Morrison County,MN,6
1388,Mower County,MN,620
1389,Murray County,MN,38
1390,Nicollet County,MN,175
1391,Nobles County,MN,872
1392,Norman County,MN,39
1393,Olmsted County,MN,3740
1394,Otter Tail County,MN,89
1395,Pennington County,MN,4
1396,Pine County,MN,173
1397,Pipestone County,MN,27
1398,Polk County,MN,83
1399,Pope County,MN,0
1400,Ramsey County,MN,3978
1401,Red Lake County,MN,11
1402,Redwood County,MN,19
1403,Renville County,MN,78
1404,Rice County,MN,147
1405,Rock County,MN,44
1406,Roseau County,MN,18
1407,St. Louis County,MN,909
1408,Scott County,MN,549
1409,Sherburne County,MN,288
1410,Sibley County,MN,29
1411,Stearns County,MN,343
1412,Steele County,MN,254
1413,Stevens County,MN,0
1414,Swift County,MN,18
1415,Todd County,MN,31
1416,Traverse County,MN,50
1417,Wabasha County,MN,198
1418,Wadena County,MN,0
1419,Waseca County,MN,102
1420,Washington County,MN,2100
1421,Watonwan County,MN,94
1422,Wilkin County,MN,146
1423,Winona County,MN,885
1424,Wright County,MN,480
1425,Yellow Medicine County,MN,54
1426,Statewide Unallocated,MS,449
1427,Adams County,MS,1308
1428,Alcorn County,MS,160
1429,Amite County,MS,311
1430,Attala County,MS,713
1431,Benton County,MS,153
1432,Bolivar County,MS,1618
1433,Calhoun County,MS,556
1434,Carroll County,MS,211
1435,Chickasaw County,MS,780
1436,Choctaw County,MS,276
1437,Claiborne County,MS,143
1438,Clarke County,MS,422
1439,Clay County,MS,437
1440,Coahoma County,MS,1089
1441,Copiah County,MS,845
1442,Covington County,MS,424
1443,DeSoto County,MS,4789
1444,Forrest County,MS,2529
1445,Franklin County,MS,269
1446,George County,MS,193
1447,Greene County,MS,47
1448,Grenada County,MS,348
1449,Hancock County,MS,1078
1450,Harrison County,MS,2997
1451,Hinds County,MS,6529
1452,Holmes County,MS,1154
1453,Humphreys County,MS,234
1454,Issaquena County,MS,0
1455,Itawamba County,MS,333
1456,Jackson County,MS,3790
1457,Jasper County,MS,322
1458,Jefferson County,MS,90
1459,Jefferson Davis County,MS,134
1460,Jones County,MS,1012
1461,Kemper County,MS,341
1462,Lafayette County,MS,1031
1463,Lamar County,MS,1004
1464,Lauderdale County,MS,3482
1465,Lawrence County,MS,277
1466,Leake County,MS,1109
1467,Lee County,MS,1241
1468,Leflore County,MS,1530
1469,Lincoln County,MS,1525
1470,Lowndes County,MS,651
1471,Madison County,MS,2784
1472,Marion County,MS,638
1473,Marshall County,MS,806
1474,Monroe County,MS,1125
1475,Montgomery County,MS,362
1476,Neshoba County,MS,941
1477,Newton County,MS,405
1478,Noxubee County,MS,309
1479,Oktibbeha County,MS,945
1480,Panola County,MS,612
1481,Pearl River County,MS,2343
1482,Perry County,MS,429
1483,Pike County,MS,1661
1484,Pontotoc County,MS,374
1485,Prentiss County,MS,375
1486,Quitman County,MS,270
1487,Rankin County,MS,2709
1488,Scott County,MS,1885
1489,Sharkey County,MS,73
1490,Simpson County,MS,331
1491,Smith County,MS,668
1492,Stone County,MS,249
1493,Sunflower County,MS,884
1494,Tallahatchie County,MS,139
1495,Tate County,MS,624
1496,Tippah County,MS,1150
1497,Tishomingo County,MS,59
1498,Tunica County,MS,604
1499,Union County,MS,215
1500,Walthall County,MS,481
1501,Warren County,MS,345
1502,Washington County,MS,1373
1503,Wayne County,MS,186
1504,Webster County,MS,345
1505,Wilkinson County,MS,1139
1506,Winston County,MS,563
1507,Yalobusha County,MS,327
1508,Yazoo County,MS,1502
1509,Statewide Unallocated,MO,119
1510,Adair County,MO,267
1511,Andrew County,MO,14
1512,Atchison County,MO,40
1513,Audrain County,MO,6
1514,Barry County,MO,62
1515,Barton County,MO,0
1516,Bates County,MO,128
1517,Benton County,MO,81
1518,Bollinger County,MO,65
1519,Boone County,MO,2389
1520,Buchanan County,MO,544
1521,Butler County,MO,322
1522,Caldwell County,MO,34
1523,Callaway County,MO,525
1524,Camden County,MO,691
1525,Cape Girardeau County,MO,723
1526,Carroll County,MO,5
1527,Carter County,MO,83
1528,Cass County,MO,992
1529,Cedar County,MO,123
1530,Chariton County,MO,107
1531,Christian County,MO,443
1532,Clark County,MO,22
1533,Clay County,MO,1166
1534,Clinton County,MO,247
1535,Cole County,MO,1018
1536,Cooper County,MO,92
1537,Crawford County,MO,99
1538,Dade County,MO,0
1539,Dallas County,MO,34
1540,Daviess County,MO,19
1541,DeKalb County,MO,57
1542,Dent County,MO,0
1543,Douglas County,MO,0
1544,Dunklin County,MO,348
1545,Franklin County,MO,1698
1546,Gasconade County,MO,45
1547,Gentry County,MO,19
1548,Greene County,MO,2066
1549,Grundy County,MO,0
1550,Harrison County,MO,115
1551,Henry County,MO,111
1552,Hickory County,MO,0
1553,Holt County,MO,10
1554,Howard County,MO,30
1555,Howell County,MO,86
1556,Iron County,MO,20
1557,Jackson County (including other portions of Kansas City),MO,13570
1558,Jasper County,MO,427
1559,Jefferson County,MO,3430
1560,Johnson County,MO,999
1561,Knox County,MO,0
1562,Laclede County,MO,0
1563,Lafayette County,MO,712
1564,Lawrence County,MO,0
1565,Lewis County,MO,17
1566,Lincoln County,MO,630
1567,Linn County,MO,82
1568,Livingston County,MO,37
1569,McDonald County,MO,90
1570,Macon County,MO,51
1571,Madison County,MO,19
1572,Maries County,MO,47
1573,Marion County,MO,20
1574,Mercer County,MO,0
1575,Miller County,MO,10
1576,Mississippi County,MO,0
1577,Moniteau County,MO,279
1578,Monroe County,MO,0
1579,Montgomery County,MO,147
1580,Morgan County,MO,38
1581,New Madrid County,MO,144
1582,Newton County,MO,210
1583,Nodaway County,MO,51
1584,Oregon County,MO,18
1585,Osage County,MO,92
1586,Ozark County,MO,0
1587,Pemiscot County,MO,201
1588,Perry County,MO,835
1589,Pettis County,MO,174
1590,Phelps County,MO,19
1591,Pike County,MO,112
1592,Platte County,MO,576
1593,Polk County,MO,18
1594,Pulaski County,MO,455
1595,Putnam County,MO,0
1596,Ralls County,MO,31
1597,Randolph County,MO,178
1598,Ray County,MO,152
1599,Reynolds County,MO,52
1600,Ripley County,MO,73
1601,St. Charles County,MO,7943
1602,St. Clair County,MO,32
1603,Ste. Genevieve County,MO,153
1604,St. Francois County,MO,499
1605,St. Louis County,MO,41989
1606,Saline County,MO,785
1607,Schuyler County,MO,0
1608,Scotland County,MO,56
1609,Scott County,MO,680
1610,Shannon County,MO,0
1611,Shelby County,MO,31
1612,Stoddard County,MO,291
1613,Stone County,MO,71
1614,Sullivan County,MO,0
1615,Taney County,MO,184
1616,Texas County,MO,0
1617,Vernon County,MO,49
1618,Warren County,MO,336
1619,Washington County,MO,56
1620,Wayne County,MO,0
1621,Webster County,MO,138
1622,Worth County,MO,19
1623,Wright County,MO,198
1624,City of St. Louis,MO,14915
1625,Statewide Unallocated,MT,10
1626,Beaverhead County,MT,21
1627,Big Horn County,MT,27
1628,Blaine County,MT,0
1629,Broadwater County,MT,124
1630,Carbon County,MT,87
1631,Carter County,MT,0
1632,Cascade County,MT,334
1633,Chouteau County,MT,0
1634,Custer County,MT,0
1635,Daniels County,MT,0
1636,Dawson County,MT,0
1637,Deer Lodge County,MT,88
1638,Fallon County,MT,0
1639,Fergus County,MT,0
1640,Flathead County,MT,809
1641,Gallatin County,MT,3406
1642,Garfield County,MT,0
1643,Glacier County,MT,57
1644,Golden Valley County,MT,25
1645,Granite County,MT,0
1646,Hill County,MT,31
1647,Jefferson County,MT,61
1648,Judith Basin County,MT,0
1649,Lake County,MT,134
1650,Lewis and Clark County,MT,451
1651,Liberty County,MT,25
1652,Lincoln County,MT,184
1653,McCone County,MT,0
1654,Madison County,MT,213
1655,Meagher County,MT,29
1656,Mineral County,MT,0
1657,Missoula County,MT,778
1658,Musselshell County,MT,25
1659,Park County,MT,171
1660,Petroleum County,MT,0
1661,Phillips County,MT,0
1662,Pondera County,MT,15
1663,Powder River County,MT,0
1664,Powell County,MT,0
1665,Prairie County,MT,0
1666,Ravalli County,MT,91
1667,Richland County,MT,43
1668,Roosevelt County,MT,91
1669,Rosebud County,MT,0
1670,Sanders County,MT,0
1671,Sheridan County,MT,0
1672,Silver Bow County,MT,333
1673,Stillwater County,MT,9
1674,Sweet Grass County,MT,0
1675,Teton County,MT,0
1676,Toole County,MT,506
1677,Treasure County,MT,0
1678,Valley County,MT,0
1679,Wheatland County,MT,1
1680,Wibaux County,MT,0
1681,Yellowstone County,MT,1511
1682,Statewide Unallocated,NE,135
1683,Adams County,NE,1210
1684,Antelope County,NE,25
1685,Arthur County,NE,0
1686,Banner County,NE,0
1687,Blaine County,NE,0
1688,Boone County,NE,0
1689,Box Butte County,NE,14
1690,Boyd County,NE,0
1691,Brown County,NE,0
1692,Buffalo County,NE,872
1693,Burt County,NE,16
1694,Butler County,NE,8
1695,Cass County,NE,93
1696,Cedar County,NE,0
1697,Chase County,NE,0
1698,Cherry County,NE,21
1699,Cheyenne County,NE,54
1700,Clay County,NE,43
1701,Colfax County,NE,86
1702,Cuming County,NE,44
1703,Custer County,NE,263
1704,Dakota County,NE,415
1705,Dawes County,NE,0
1706,Dawson County,NE,869
1707,Deuel County,NE,0
1708,Dixon County,NE,4
1709,Dodge County,NE,307
1710,Douglas County,NE,6100
1711,Dundy County,NE,0
1712,Fillmore County,NE,3
1713,Franklin County,NE,43
1714,Frontier County,NE,0
1715,Furnas County,NE,12
1716,Gage County,NE,494
1717,Garden County,NE,0
1718,Garfield County,NE,0
1719,Gosper County,NE,66
1720,Grant County,NE,0
1721,Greeley County,NE,1
1722,Hall County,NE,5413
1723,Hamilton County,NE,286
1724,Harlan County,NE,0
1725,Hayes County,NE,0
1726,Hitchcock County,NE,0
1727,Holt County,NE,0
1728,Hooker County,NE,0
1729,Howard County,NE,36
1730,Jefferson County,NE,0
1731,Johnson County,NE,19
1732,Kearney County,NE,69
1733,Keith County,NE,0
1734,Keya Paha County,NE,0
1735,Kimball County,NE,191
1736,Knox County,NE,85
1737,Lancaster County,NE,1331
1738,Lincoln County,NE,428
1739,Logan County,NE,0
1740,Loup County,NE,0
1741,McPherson County,NE,0
1742,Madison County,NE,250
1743,Merrick County,NE,92
1744,Morrill County,NE,10
1745,Nance County,NE,9
1746,Nemaha County,NE,37
1747,Nuckolls County,NE,0
1748,Otoe County,NE,23
1749,Pawnee County,NE,0
1750,Perkins County,NE,0
1751,Phelps County,NE,19
1752,Pierce County,NE,14
1753,Platte County,NE,153
1754,Polk County,NE,54
1755,Red Willow County,NE,8
1756,Richardson County,NE,0
1757,Rock County,NE,0
1758,Saline County,NE,98
1759,Sarpy County,NE,1083
1760,Saunders County,NE,138
1761,Scotts Bluff County,NE,314
1762,Seward County,NE,38
1763,Sheridan County,NE,0
1764,Sherman County,NE,1
1765,Sioux County,NE,0
1766,Stanton County,NE,25
1767,Thayer County,NE,0
1768,Thomas County,NE,0
1769,Thurston County,NE,0
1770,Valley County,NE,0
1771,Washington County,NE,542
1772,Wayne County,NE,14
1773,Webster County,NE,21
1774,Wheeler County,NE,0
1775,York County,NE,100
1776,Statewide Unallocated,NV,1434
1777,Churchill County,NV,25
1778,Clark County,NV,58416
1779,Douglas County,NV,289
1780,Elko County,NV,274
1781,Esmeralda County,NV,0
1782,Eureka County,NV,0
1783,Humboldt County,NV,482
1784,Lander County,NV,5
1785,Lincoln County,NV,0
1786,Lyon County,NV,231
1787,Mineral County,NV,8
1788,Nye County,NV,385
1789,Pershing County,NV,0
1790,Storey County,NV,0
1791,Washoe County,NV,11483
1792,White Pine County,NV,44
1793,Carson City,NV,495
1794,Statewide Unallocated,NH,304
1795,Belknap County,NH,615
1796,Carroll County,NH,701
1797,Cheshire County,NH,510
1798,Coos County,NH,37
1799,Grafton County,NH,1353
1800,Hillsborough County,NH,10496
1801,Merrimack County,NH,1849
1802,Rockingham County,NH,9341
1803,Strafford County,NH,1776
1804,Sullivan County,NH,193
1805,Statewide Unallocated,NJ,64135
1806,Atlantic County,NJ,6735
1807,Bergen County,NJ,246878
1808,Burlington County,NJ,27797
1809,Camden County,NJ,34568
1810,Cape May County,NJ,3500
1811,Cumberland County,NJ,4679
1812,Essex County,NJ,187142
1813,Gloucester County,NJ,12973
1814,Hudson County,NJ,187006
1815,Hunterdon County,NJ,7992
1816,Mercer County,NJ,40188
1817,Middlesex County,NJ,143736
1818,Monmouth County,NJ,93037
1819,Morris County,NJ,77449
1820,Ocean County,NJ,90126
1821,Passaic County,NJ,147241
1822,Salem County,NJ,1802
1823,Somerset County,NJ,42928
1824,Sussex County,NJ,12136
1825,Union County,NJ,163145
1826,Warren County,NJ,10157
1827,Statewide Unallocated,NM,10
1828,Bernalillo County,NM,10848
1829,Catron County,NM,23
1830,Chaves County,NM,479
1831,Cibola County,NM,576
1832,Colfax County,NM,50
1833,Curry County,NM,222
1834,De Baca County,NM,0
1835,Dona Ana County,NM,1370
1836,Eddy County,NM,186
1837,Grant County,NM,195
1838,Guadalupe County,NM,16
1839,Harding County,NM,2
1840,Hidalgo County,NM,0
1841,Lea County,NM,81
1842,Lincoln County,NM,24
1843,Los Alamos County,NM,95
1844,Luna County,NM,39
1845,McKinley County,NM,5294
1846,Mora County,NM,0
1847,Otero County,NM,70
1848,Quay County,NM,28
1849,Rio Arriba County,NM,208
1850,Roosevelt County,NM,38
1851,Sandoval County,NM,5273
1852,San Juan County,NM,4524
1853,San Miguel County,NM,46
1854,Santa Fe County,NM,2056
1855,Sierra County,NM,0
1856,Socorro County,NM,415
1857,Taos County,NM,417
1858,Torrance County,NM,234
1859,Union County,NM,0
1860,Valencia County,NM,466
1861,Statewide Unallocated,NY,425
1862,New York City Unallocated/Probable,NY,739
1863,Albany County,NY,13947
1864,Allegany County,NY,618
1865,Bronx County,NY,562309
1866,Broome County,NY,3426
1867,Cattaraugus County,NY,590
1868,Cayuga County,NY,614
1869,Chautauqua County,NY,495
1870,Chemung County,NY,1481
1871,Chenango County,NY,1552
1872,Clinton County,NY,1128
1873,Columbia County,NY,2131
1874,Cortland County,NY,488
1875,Delaware County,NY,1032
1876,Dutchess County,NY,43567
1877,Erie County,NY,40446
1878,Essex County,NY,340
1879,Franklin County,NY,307
1880,Fulton County,NY,470
1881,Genesee County,NY,1701
1882,Greene County,NY,1346
1883,Hamilton County,NY,91
1884,Herkimer County,NY,955
1885,Jefferson County,NY,1048
1886,Kings County,NY,738273
1887,Lewis County,NY,156
1888,Livingston County,NY,761
1889,Madison County,NY,2416
1890,Monroe County,NY,20935
1891,Montgomery County,NY,692
1892,Nassau County,NY,598565
1893,New York County,NY,388132
1894,Niagara County,NY,4628
1895,Oneida County,NY,4828
1896,Onondaga County,NY,10794
1897,Ontario County,NY,1404
1898,Orange County,NY,125257
1899,Orleans County,NY,723
1900,Oswego County,NY,964
1901,Otsego County,NY,1013
1902,Putnam County,NY,12401
1903,Queens County,NY,857603
1904,Rensselaer County,NY,3261
1905,Richmond County,NY,187051
1906,Rockland County,NY,193705
1907,St. Lawrence County,NY,2102
1908,Saratoga County,NY,5709
1909,Schenectady County,NY,5549
1910,Schoharie County,NY,397
1911,Schuyler County,NY,140
1912,Seneca County,NY,400
1913,Steuben County,NY,2923
1914,Suffolk County,NY,521443
1915,Sullivan County,NY,9677
1916,Tioga County,NY,557
1917,Tompkins County,NY,2881
1918,Ulster County,NY,15726
1919,Warren County,NY,1568
1920,Washington County,NY,997
1921,Wayne County,NY,1108
1922,Westchester County,NY,526330
1923,Wyoming County,NY,777
1924,Yates County,NY,125
1925,Statewide Unallocated,NC,72
1926,Alamance County,NC,974
1927,Alexander County,NC,64
1928,Alleghany County,NC,52
1929,Anson County,NC,251
1930,Ashe County,NC,68
1931,Avery County,NC,0
1932,Beaufort County,NC,296
1933,Bertie County,NC,388
1934,Bladen County,NC,40
1935,Brunswick County,NC,840
1936,Buncombe County,NC,994
1937,Burke County,NC,1175
1938,Cabarrus County,NC,3626
1939,Caldwell County,NC,387
1940,Camden County,NC,0
1941,Carteret County,NC,509
1942,Caswell County,NC,112
1943,Catawba County,NC,841
1944,Chatham County,NC,1760
1945,Cherokee County,NC,301
1946,Chowan County,NC,80
1947,Clay County,NC,88
1948,Cleveland County,NC,784
1949,Columbus County,NC,807
1950,Craven County,NC,644
1951,Cumberland County,NC,2059
1952,Currituck County,NC,58
1953,Dare County,NC,190
1954,Davidson County,NC,1981
1955,Davie County,NC,523
1956,Duplin County,NC,402
1957,Durham County,NC,7981
1958,Edgecombe County,NC,718
1959,Forsyth County,NC,2854
1960,Franklin County,NC,1165
1961,Gaston County,NC,2049
1962,Gates County,NC,78
1963,Graham County,NC,0
1964,Granville County,NC,2026
1965,Greene County,NC,259
1966,Guilford County,NC,3741
1967,Halifax County,NC,510
1968,Harnett County,NC,1200
1969,Haywood County,NC,78
1970,Henderson County,NC,2008
1971,Hertford County,NC,162
1972,Hoke County,NC,469
1973,Hyde County,NC,0
1974,Iredell County,NC,1715
1975,Jackson County,NC,31
1976,Johnston County,NC,2068
1977,Jones County,NC,117
1978,Lee County,NC,496
1979,Lenoir County,NC,380
1980,Lincoln County,NC,379
1981,McDowell County,NC,381
1982,Macon County,NC,39
1983,Madison County,NC,0
